,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
10,10,6,14,76,allocated,274.3919179741619,10,6,14,15,allocated,137.69731051512142,10,93,14,41,existing,481.6693147336542,10,91,14,233,existing,723.4493090815647,10,90,14,452,existing,781.4831941430625,10,92,14,567,existing,734.7483160039613,10,94,14,125,existing,1445.183798334664,10,89,14,369,existing,831.9872804848824,10,35,14,235,allocated,910.6385846790939,10,24,14,191,allocated,1374.4474688279665,10,36,14,246,allocated,1521.2021137676256,10,95,14,315,existing,1461.590057379783
11,11,6,15,76,allocated,136.69460745904047,11,6,15,15,allocated,0.0,11,91,15,233,existing,585.7519985664433,11,92,15,567,existing,597.05100548884,11,90,15,452,existing,643.7858836279411,11,93,15,41,existing,619.3666252487756,11,36,15,246,allocated,1383.5048032525042,11,89,15,369,existing,694.2899699697609,11,35,15,235,allocated,1030.9664906225394,11,24,15,191,allocated,1494.7753747714119,11,95,15,315,existing,1581.9179633232288,11,94,15,125,existing,1565.5117042781094
12,12,80,16,176,existing,536.7471964409203,12,80,16,116,existing,392.1039373275248,12,35,16,235,allocated,445.9416232808453,12,93,16,41,existing,578.8011556423203,12,92,16,567,existing,919.6186676410406,12,91,16,233,existing,908.3196607186437,12,94,16,125,existing,986.9962968795834,12,95,16,315,existing,996.8930959815344,12,90,16,452,existing,966.3535457801418,12,24,16,191,allocated,922.482180604805,12,87,16,314,existing,1582.1613491397536,12,89,16,369,existing,1016.8576321219616
13,13,80,17,176,existing,404.6591960468225,13,80,17,116,existing,260.01593693342704,13,93,17,41,existing,446.71315524822245,13,35,17,235,allocated,578.0296236749431,13,92,17,567,existing,787.5306672469427,13,91,17,233,existing,776.231660324546,13,94,17,125,existing,1119.0842972736812,13,24,17,191,allocated,1054.5701809989027,13,90,17,452,existing,834.2655453860439,13,89,17,369,existing,884.7696317278637,13,36,17,246,allocated,1573.984465010607,13,95,17,315,existing,1128.9810963756322
14,14,75,18,261,existing,286.83380032591594,14,75,18,15,allocated,814.0316157322741,14,91,18,233,existing,1003.1374497006534,14,90,18,452,existing,1063.499765553598,14,92,18,567,existing,1381.4104504186248,14,89,18,369,existing,1114.003851895418,14,35,18,235,allocated,1785.5368275445708,14,36,18,246,allocated,1803.2186851781612,14,93,18,41,existing,1424.656808618367,14,94,18,125,existing,2202.9677663782622,14,24,18,191,allocated,2262.0773848685303,14,95,18,315,existing,2212.5021553083143
15,15,75,19,261,existing,144.56400383681967,15,75,19,15,allocated,671.7618192431778,15,91,19,233,existing,860.8676532115571,15,90,19,452,existing,921.2299690645018,15,92,19,567,existing,1239.1406539295285,15,89,19,369,existing,971.7340554063217,15,24,19,191,allocated,2166.5371940145897,15,93,19,41,existing,1282.3870121292707,15,36,19,246,allocated,1660.948888689065,15,35,19,235,allocated,1702.7283098657172,15,94,19,125,existing,2237.273523521287,15,95,19,315,existing,2253.6797825664066
16,16,25,24,192,allocated,376.99631375941703,16,25,24,193,existing,648.8453773195077,16,24,24,191,allocated,585.2964953272513,16,35,24,235,allocated,838.1002058456963,16,93,24,41,existing,1045.5942204511543,16,94,24,125,existing,1060.2113842252818,16,36,24,246,allocated,1297.2662076746208,16,91,24,233,existing,1336.822997760209,16,95,24,315,existing,1310.9821924771763,16,92,24,567,existing,1151.7599884827296,16,90,24,452,existing,1341.3078501194582,16,89,24,369,existing,1391.811936461278
17,17,25,25,192,allocated,391.2192993476667,17,25,25,193,existing,663.0683629077574,17,24,25,191,allocated,599.5194809155009,17,35,25,235,allocated,852.323191433946,17,93,25,41,existing,1059.817206039404,17,94,25,125,existing,1074.4343698135315,17,36,25,246,allocated,1283.043222086371,17,95,25,315,existing,1325.205178065426,17,92,25,567,existing,1165.9829740709793,17,91,25,233,existing,1351.0459833484588,17,89,25,369,existing,1406.0349220495277,17,90,25,452,existing,1355.5308357077079
18,18,25,27,192,allocated,503.34545243149716,18,25,27,193,existing,130.00922688863133,18,35,27,235,allocated,319.2640554148199,18,24,27,191,allocated,358.481438178756,18,94,27,125,existing,553.9074968687694,18,93,27,41,existing,667.57797533289,18,95,27,315,existing,792.1460420463001,18,92,27,567,existing,773.743743364465,18,91,27,233,existing,958.8067526419447,18,90,27,452,existing,963.2916050011937,18,89,27,369,existing,1013.7956913430137,18,36,27,246,allocated,1250.9035292827782
19,19,83,28,377,existing,238.7530081637425,19,83,28,547,allocated,141.98657466017949,19,94,28,125,existing,543.1650113168052,19,87,28,314,existing,610.5165635392891,19,95,28,315,existing,676.4088157583008,19,88,28,314,existing,610.5165635392891,19,86,28,188,existing,676.8875887883771,19,24,28,191,allocated,706.9670463402014,19,35,28,235,allocated,1082.8768639957525,19,93,28,41,existing,1634.3424036462418,19,91,28,233,existing,1925.5711809552965,19,92,28,567,existing,1837.109080681294
20,20,81,29,125,existing,338.88692813364577,20,81,29,471,existing,288.4761485290677,20,94,29,125,existing,338.88692813364577,20,24,29,191,allocated,502.6889631570418,20,88,29,314,existing,814.7946467224485,20,95,29,315,existing,583.365564688738,20,87,29,314,existing,814.7946467224485,20,35,29,235,allocated,878.5987808125928,20,93,29,41,existing,1430.0643204630821,20,86,29,188,existing,881.1656719715365,20,91,29,233,existing,1721.293097772137,20,92,29,567,existing,1632.8309974981344
21,21,85,30,187,existing,151.0701067734804,21,85,30,547,allocated,165.3147959108455,21,88,30,314,existing,426.7834195503789,21,87,30,314,existing,426.7834195503789,21,95,30,315,existing,485.0934938593507,21,86,30,188,existing,493.15444479946683,21,93,30,41,existing,1587.279094938229,21,94,30,125,existing,687.0006308564803,21,24,30,191,allocated,853.9141102370479,21,35,30,235,allocated,1035.8135552877397,21,92,30,567,existing,1837.759966093655,21,91,30,233,existing,1878.5078722472838
22,22,85,31,187,existing,278.5848576691639,22,85,31,547,allocated,292.829546806529,22,87,31,314,existing,554.2981704460624,22,88,31,314,existing,554.2981704460624,22,95,31,315,existing,612.6082447550342,22,94,31,125,existing,559.4858799607969,22,93,31,41,existing,1650.367250775577,22,86,31,188,existing,620.6691956951504,22,24,31,191,allocated,726.3993593413643,22,35,31,235,allocated,1098.9017111250878,22,91,31,233,existing,1941.5960280846318,22,92,31,567,existing,1856.541393682457
23,23,80,32,176,existing,543.6370153684294,23,80,32,220,allocated,210.281489124696,23,35,32,235,allocated,235.05844591370658,23,93,32,41,existing,663.9887573292448,23,94,32,125,existing,776.1131195124447,23,24,32,191,allocated,711.5990032376662,23,95,32,315,existing,786.0099186143957,23,91,32,233,existing,955.2175346382995,23,92,32,567,existing,966.5165415606963,23,90,32,452,existing,1013.2514196997975,23,87,32,314,existing,1371.2781717726148,23,89,32,369,existing,1063.7555060416173
24,24,80,33,176,existing,485.57561145848683,24,80,33,220,allocated,152.22008521475354,24,35,33,235,allocated,176.9970420037641,24,93,33,41,existing,605.9273534193022,24,24,33,191,allocated,653.5375993277238,24,94,33,125,existing,718.0517156025022,24,90,33,452,existing,955.1900157898549,24,95,33,315,existing,727.9485147044533,24,91,33,233,existing,897.156130728357,24,92,33,567,existing,908.4551376507537,24,89,33,369,existing,1005.6941021316748,24,87,33,314,existing,1313.2167678626724
25,25,80,35,176,existing,108.46791497173486,25,80,35,116,existing,432.2750119753571,25,93,35,41,existing,228.81965693255023,25,35,35,235,allocated,329.1553426611073,25,92,35,567,existing,531.3474411640018,25,91,35,233,existing,520.048434241605,25,89,35,369,existing,628.5864056449227,25,94,35,125,existing,870.2100162598454,25,24,35,191,allocated,805.695899985067,25,90,35,452,existing,578.0823193031028,25,36,35,246,allocated,1317.801238927666,25,95,35,315,existing,880.1068153617964
26,26,6,36,76,allocated,869.3844757835902,26,6,36,220,allocated,859.3546840050699,26,35,36,235,allocated,891.5587126061207,26,93,36,41,existing,1118.9344064154752,26,91,36,233,existing,1389.421698229699,26,24,36,191,allocated,1368.0992699300803,26,94,36,125,existing,1432.6133862048587,26,92,36,567,existing,1400.720705152096,26,90,36,452,existing,1447.455583291197,26,95,36,315,existing,1442.51018530681,26,87,36,314,existing,2027.778438465029,26,89,36,369,existing,1497.9596696330168
27,27,6,37,76,allocated,802.1401683502777,27,6,37,116,existing,805.9616674052675,27,35,37,235,allocated,958.8030200394332,27,93,37,41,existing,1051.6900989821627,27,91,37,233,existing,1322.1773907963864,27,92,37,567,existing,1333.4763977187831,27,94,37,125,existing,1499.8576936381714,27,24,37,191,allocated,1435.3435773633928,27,89,37,369,existing,1430.7153621997043,27,90,37,452,existing,1380.2112758578844,27,87,37,314,existing,2095.022745898342,27,95,37,315,existing,1509.7544927401223
28,28,6,38,76,allocated,793.0572934310958,28,6,38,116,existing,796.8787924860856,28,35,38,235,allocated,967.8858949586152,28,93,38,41,existing,1042.6072240629808,28,92,38,567,existing,1324.3935227996012,28,91,38,233,existing,1313.0945158772045,28,89,38,369,existing,1421.6324872805224,28,24,38,191,allocated,1444.4264522825747,28,90,38,452,existing,1371.1284009387025,28,94,38,125,existing,1508.9405685573533,28,95,38,315,existing,1518.8373676593042,28,87,38,314,existing,2104.1056208175232
29,29,6,39,76,allocated,784.5406395243597,29,6,39,116,existing,788.3621385793494,29,35,39,235,allocated,976.4025488653513,29,93,39,41,existing,1034.0905701562444,29,92,39,567,existing,1315.8768688928653,29,91,39,233,existing,1304.5778619704683,29,94,39,125,existing,1517.4572224640895,29,24,39,191,allocated,1452.943106189311,29,90,39,452,existing,1362.6117470319664,29,89,39,369,existing,1413.1158333737862,29,95,39,315,existing,1527.3540215660405,29,36,39,246,allocated,2102.3306666565295
30,30,79,41,41,existing,0.0,30,79,41,116,existing,332.46108469102467,30,93,41,41,existing,0.0,30,91,41,233,existing,498.1006293797491,30,92,41,567,existing,509.39963630214584,30,35,41,235,allocated,557.9749995936575,30,24,41,191,allocated,1021.7838837425301,30,90,41,452,existing,556.1345144412469,30,94,41,125,existing,1092.5202132492275,30,89,41,369,existing,606.6386007830667,30,95,41,315,existing,1108.9264722943467,30,36,41,246,allocated,1295.85343406581
31,31,41,42,328,allocated,443.08685161634435,31,41,42,62,existing,305.3086378798275,31,36,42,246,allocated,453.26635085689696,31,92,42,567,existing,756.0719928833341,31,90,42,452,existing,976.1817820389562,31,91,42,233,existing,974.668866163935,31,24,42,191,allocated,1221.9220482983878,31,35,42,235,allocated,1295.3459669467077,31,89,42,369,existing,1021.2247351652519,31,93,42,41,existing,1099.746319913894,31,95,42,315,existing,1768.2279535781877,31,94,42,125,existing,1529.989408400657
32,32,41,43,328,allocated,303.47734031611276,32,41,43,502,existing,267.74976786314903,32,36,43,246,allocated,219.62291435984383,32,89,43,369,existing,826.8327923517537,32,91,43,233,existing,883.1344367749423,32,90,43,452,existing,877.3368786935736,32,92,43,567,existing,989.7154293803873,32,24,43,191,allocated,1438.8442402252124,32,93,43,41,existing,1333.389756410947,32,35,43,235,allocated,1528.9894034437607,32,95,43,315,existing,2001.871390075241,32,94,43,125,existing,1763.6328448977101
33,33,41,45,328,allocated,420.3133716146443,33,41,45,502,existing,365.21139820035864,33,36,45,246,allocated,662.3945283394721,33,89,45,369,existing,1269.604406331382,33,91,45,233,existing,1375.1840790743602,33,90,45,452,existing,1320.108492673202,33,24,45,191,allocated,1670.5334521898587,33,93,45,41,existing,1870.9562776626624,33,35,45,235,allocated,2127.3276038183863,33,92,45,567,existing,1554.3535141509624,33,94,45,125,existing,2145.4483410878893,33,95,45,315,existing,2422.2482169199966
34,34,41,46,328,allocated,312.7546201203806,34,41,46,502,existing,257.6526467060949,34,36,46,246,allocated,554.8357768452083,34,89,46,369,existing,1162.0456548371183,34,91,46,233,existing,1267.6253275800964,34,90,46,452,existing,1212.5497411789381,34,24,46,191,allocated,1562.974700695595,34,92,46,567,existing,1446.7947626566986,34,35,46,235,allocated,2019.7688523241227,34,93,46,41,existing,1763.3975261683986,34,95,46,315,existing,2314.689465425733,34,94,46,125,existing,2037.8895895936255
35,35,41,47,328,allocated,498.11566800962066,35,41,47,502,existing,443.013694595335,35,36,47,246,allocated,740.1968247344485,35,89,47,369,existing,1347.4067027263584,35,91,47,233,existing,1452.9863754693365,35,90,47,452,existing,1397.9107890681782,35,35,47,235,allocated,2205.129900213363,35,92,47,567,existing,1632.1558105459387,35,93,47,41,existing,1948.7585740576387,35,24,47,191,allocated,1748.335748584835,35,94,47,125,existing,2223.250637482866,35,95,47,315,existing,2500.050513314973
36,36,6,48,76,allocated,662.6822012871477,36,6,48,15,allocated,717.145405920337,36,93,48,41,existing,1093.9064849479503,36,91,48,233,existing,1242.3081844368548,36,90,48,452,existing,1302.6705002897997,36,92,48,567,existing,1314.196411409177,36,35,48,235,allocated,1424.7355531502124,36,94,48,125,existing,1965.7902267489505,36,89,48,369,existing,1353.1745866316196,36,24,48,191,allocated,1901.2761104741721,36,95,48,315,existing,1975.6870258509016,36,36,48,246,allocated,2042.3894199143629
37,37,6,49,76,allocated,515.1061322368723,37,6,49,15,allocated,569.5693368700616,37,93,49,41,existing,946.330415897675,37,91,49,233,existing,1094.7321153865796,37,92,49,567,existing,1166.6203423589016,37,90,49,452,existing,1155.0944312395243,37,35,49,235,allocated,1277.1594840999371,37,89,49,369,existing,1205.5985175813441,37,24,49,191,allocated,1753.700041423897,37,94,49,125,existing,1818.2141576986753,37,36,49,246,allocated,1894.8133508640874,37,95,49,315,existing,1828.1109568006264
38,38,41,50,328,allocated,324.33882515725384,38,41,50,502,existing,269.23685174296816,38,36,50,246,allocated,566.4199818820816,38,89,50,369,existing,1173.6298598739916,38,90,50,452,existing,1224.1339462158114,38,91,50,233,existing,1279.2095326169697,38,24,50,191,allocated,1574.5589057324682,38,35,50,235,allocated,2031.353057360996,38,93,50,41,existing,1774.981731205272,38,92,50,567,existing,1458.378967693572,38,95,50,315,existing,2326.2736704626063,38,94,50,125,existing,2049.473794630499
39,39,41,51,328,allocated,416.6960452123876,39,41,51,502,existing,361.59407179810194,39,36,51,246,allocated,658.7772019372154,39,89,51,369,existing,1265.9870799291252,39,90,51,452,existing,1316.491166270945,39,91,51,233,existing,1371.5667526721033,39,92,51,567,existing,1550.7361877487056,39,93,51,41,existing,1867.3389512604056,39,24,51,191,allocated,1666.916125787602,39,35,51,235,allocated,2123.71027741613,39,94,51,125,existing,2141.831014685633,39,95,51,315,existing,2418.63089051774
40,40,41,52,328,allocated,231.80003714873942,40,41,52,502,existing,176.6980637344537,40,36,52,246,allocated,473.8811938735672,40,89,52,369,existing,1081.091071865477,40,91,52,233,existing,1186.6707446084552,40,90,52,452,existing,1131.595158207297,40,92,52,567,existing,1365.8401796850576,40,93,52,41,existing,1682.4429431967574,40,35,52,235,allocated,1938.8142693524815,40,24,52,191,allocated,1482.0201177239537,40,94,52,125,existing,1956.9350066219843,40,95,52,315,existing,2233.734882454092
41,41,75,53,261,existing,487.1655966331699,41,75,53,15,allocated,663.6084642040194,41,91,53,233,existing,1005.0871712109087,41,90,53,452,existing,1065.4494870638532,41,89,53,369,existing,1115.953573405673,41,92,53,567,existing,1260.6594696928591,41,93,53,41,existing,1263.2756800210734,41,24,53,191,allocated,2070.6453055472953,41,36,53,246,allocated,1805.1684066884163,41,35,53,235,allocated,1594.1047482233355,41,95,53,315,existing,2145.0562209240247,41,94,53,125,existing,2135.1594218220735
42,42,75,54,261,existing,472.9892338317035,42,75,54,15,allocated,649.4321014025529,42,91,54,233,existing,990.9108084094422,42,90,54,452,existing,1051.273124262387,42,89,54,369,existing,1101.7772106042069,42,92,54,567,existing,1246.4831068913927,42,24,54,191,allocated,2056.4689427458284,42,93,54,41,existing,1249.0993172196067,42,35,54,235,allocated,1579.9283854218688,42,36,54,246,allocated,1790.99204388695,42,95,54,315,existing,2130.8798581225583,42,94,54,125,existing,2120.983059020607
43,43,41,55,328,allocated,888.3228375711055,43,41,55,492,existing,304.4191903256168,43,36,55,246,allocated,545.8095733938676,43,89,55,369,existing,1087.065312892361,43,91,55,233,existing,1192.644985635339,43,90,55,452,existing,1137.5693992341808,43,92,55,567,existing,1415.3184097324965,43,35,55,235,allocated,2026.1304282958272,43,24,55,191,allocated,1952.7065096475071,43,93,55,41,existing,1688.4171842236412,43,94,55,125,existing,2260.7738697497766,43,95,55,315,existing,2499.0124149273074
44,44,41,56,328,allocated,854.8609118179345,44,41,56,492,existing,270.9572645724457,44,36,56,246,allocated,512.3476476406966,44,89,56,369,existing,1053.6033871391899,44,91,56,233,existing,1159.183059882168,44,90,56,452,existing,1104.1074734810097,44,93,56,41,existing,1654.9552584704702,44,24,56,191,allocated,1919.244583894336,44,35,56,235,allocated,1992.6685025426561,44,92,56,567,existing,1381.8564839793255,44,95,56,315,existing,2465.550489174136,44,94,56,125,existing,2227.311943996606
45,45,72,57,369,existing,811.8458328496582,45,72,57,492,existing,395.6456050251966,45,36,57,246,allocated,637.0359880934475,45,89,57,369,existing,811.8458328496582,45,90,57,452,existing,862.3499191914781,45,91,57,233,existing,917.4255055926366,45,92,57,567,existing,1140.098929689794,45,93,57,41,existing,1413.1977041809387,45,35,57,235,allocated,1757.3074087483187,45,24,57,191,allocated,1931.231230438275,45,94,57,125,existing,2126.6572891282885,45,95,57,315,existing,2304.396301049937
46,46,76,58,369,existing,839.6741751391804,46,76,58,492,existing,367.8172627356744,46,36,58,246,allocated,609.2076458039253,46,89,58,369,existing,839.6741751391804,46,91,58,233,existing,945.2538478821588,46,90,58,452,existing,890.1782614810003,46,35,58,235,allocated,1785.1357510378411,46,24,58,191,allocated,1959.059572727797,46,93,58,41,existing,1441.0260464704609,46,92,58,567,existing,1167.9272719793162,46,95,58,315,existing,2332.2246433394594,46,94,58,125,existing,2154.4856314178105
47,47,85,59,187,existing,291.5154855442201,47,85,59,547,allocated,291.2503267360663,47,94,59,125,existing,546.5552520857407,47,87,59,314,existing,567.2287983211186,47,95,59,315,existing,625.5388726300904,47,88,59,314,existing,567.2287983211186,47,35,59,235,allocated,1085.9710832500316,47,93,59,41,existing,1637.4366229005211,47,24,59,191,allocated,713.4687314663081,47,86,59,188,existing,633.5998235702066,47,91,59,233,existing,1928.6654002095759,47,92,59,567,existing,1843.6107658074006
48,48,83,60,377,existing,291.72749137892663,48,83,60,547,allocated,216.56249165066626,48,94,60,125,existing,471.86741700034065,48,24,60,191,allocated,638.7808963809082,48,88,60,314,existing,641.9166334065186,48,87,60,314,existing,641.9166334065186,48,93,60,41,existing,1562.7487878151212,48,95,60,315,existing,700.2267077154904,48,35,60,235,allocated,1011.2832481646317,48,86,60,188,existing,708.2876586556065,48,92,60,567,existing,1768.9229307220007,48,91,60,233,existing,1853.977565124176
49,49,25,61,192,allocated,586.7330049427459,49,25,61,62,existing,121.58022390798041,49,92,61,567,existing,610.0356361205547,49,36,61,246,allocated,701.7104795386985,49,91,61,233,existing,824.1277891054185,49,24,61,191,allocated,795.03318651058,49,90,61,452,existing,826.157420871069,49,35,61,235,allocated,868.4571051588998,49,89,61,369,existing,875.270764367409,49,93,61,41,existing,918.2391336385516,49,95,61,315,existing,1341.3390917903798,49,94,61,125,existing,1103.1005466128493
